year	state	employee_position_clean	soc	employee_earliest_year_flag	min_state_year	statefe	stateyr	statefemale	femaleyr	socyr	statesoc	statesocyr	positionyr	stateposition	statepositionyr	socfemale	positionfemale	id	employee_salary_annual	female	employee_id	min_emp_year	log_salary_annual	policy_year	policy_month	treatment
2017	"CA"	"special education assistant"	"25-9041"	1	2010	2	14	4	24	3294	649	4588	949959	133411	495545	557	318629	3808.0	40470.0	1	5260150	2017	10.608316	2018	1	0
2018	"TX"	"administrative assistant"	"11-3011"	0	2014	32	224	64	25	125	11833	76355	23055	260924	1023655	20	8403	18808.0	40470.0	1	5260150	2017	10.608316	2018	1	0
2019	"MN"	"general maintenance worker"	"49-9071"	0	2011	17	125	33	13	7956	6591	45211	486679	204366	806577	1378	163057	13808.0	40470.0	1	5260150	2017	10.608316	2018	1	0
2015	"CA"	"high school teacher"	"25-3021"	0	2010	2	12	4	22	3152	638	4489	516545	71511	263947	533	172535	17795.0	92602.0	1	5273358	2015	11.436066	2018	1	1
2016	"CA"	"custodian"	"37-2011"	0	2010	2	13	3	10	5348	831	6153	279055	40715	150364	918	95081	2795.0	92602.0	1	5273358	2015	11.436066	2018	1	1
2017	"GA"	"busi support analyst"	"15-1151"	0	2010	6	41	12	24	1050	2044	14266	153470	162798	609831	170	52474	7795.0	92602.0	1	5273358	2015	11.436066	2018	1	1
2015	"NY"	"nurse aide pd"	"31-1014"	1	2011	26	184	51	9	4666	9849	65112	693944	240189	943333	799	232872	1905.0	53004.52	1	5281252	2017	10.878133	2018	1	0
2018	"MA"	"program coordinator"	"27-2012"	1	2010	13	97	26	25	3509	5232	36603	779466	196418	768786	597	261976	21905.0	53004.52	1	5281252	2017	10.878133	2018	1	0
2016	"NJ"	"scheduler"	"47-2061"	0	2010	24	170	48	23	7028	9160	60762	855136	224410	887652	1210	288115	520.0	45835.79	1	5285104	2014	10.7328205	2018	1	0
2017	"CA"	"clinical nurse"	"29-1141"	0	2010	2	14	4	24	4124	723	5234	212627	30845	115304	705	72211	10520.0	45835.79	1	5285104	2014	10.7328205	2018	1	0
2019	"WA"	"program operations specialist e s "	"21-1021"	1	2013	35	254	70	26	2322	13833	91733	782217	324378	1269546	385	262969	5520.0	45835.79	1	5285104	2014	10.7328205	2018	1	0
2014	"CA"	"animal services assistant"	"21-1093"	0	2010	2	11	4	21	2389	570	3900	46624	9627	35601	397	16702	14646.0	40843.42	1	5285543	2011	10.617501	2018	1	0
2015	"WA"	"registered nurse"	"29-1141"	0	2013	35	250	70	22	4122	13962	92501	827855	325043	1272187	705	278746	4646.0	40843.42	1	5285543	2011	10.617501	2018	1	0
2017	"FL"	"dental assistant"	"51-9081"	0	2014	5	31	10	24	8964	1951	13462	294315	160837	599364	1567	100060	24646.0	40843.42	1	5285543	2011	10.617501	2018	1	0
2015	"MI"	"teaching"	"25-3021"	0	2014	16	112	31	9	3152	6305	43470	1029164	204157	805358	532	346432	12546.0	31141.43	1	5287898	2011	10.346294	2018	1	1
2016	"CA"	"counselor"	"41-9099"	0	2010	2	13	4	23	6049	890	6666	265543	38620	142835	1043	90457	2546.0	31141.43	1	5287898	2011	10.346294	2018	1	1
2017	"NY"	"cleaner"	"51-9199"	0	2011	26	186	52	24	9173	10145	67082	206944	231032	913514	1604	70294	22546.0	31141.43	1	5287898	2011	10.346294	2018	1	1
2018	"CA"	"principal ms"	"11-9031"	1	2010	2	15	3	12	283	394	2324	765696	107571	395001	45	257410	17546.0	31141.43	1	5287898	2011	10.346294	2018	1	1
2019	"GA"	"school psychologist"	"19-3031"	0	2010	6	43	12	26	1957	2085	14603	858804	165169	623193	324	289337	7546.0	31141.43	1	5287898	2011	10.346294	2018	1	1
2014	"CA"	"financial analyst"	"13-2051"	1	2010	2	11	4	21	792	436	2706	459018	63893	234281	130	154147	8927.0	76846.0	1	5288675	2012	11.249558	2018	1	0
2017	"CA"	"deputy sheriff"	"33-3051"	1	2010	2	14	3	11	5023	800	5896	312110	44985	166718	856	105854	18927.0	76846.0	1	5288675	2012	11.249558	2018	1	0
2019	"IL"	"public service administrator"	"11-9111"	0	2014	9	68	18	26	409	3360	25231	803432	173849	672404	66	270761	13927.0	76846.0	1	5288675	2012	11.249558	2018	1	0
2016	"CA"	"fire fighter"	"33-2011"	1	2010	2	13	3	10	4923	792	5820	463960	64580	236958	840	155753	3856.0	61019.32	1	5289671	2012	10.994874	2018	1	0
2016	"TX"	"database administrator"	"15-1141"	0	2014	32	222	64	23	1010	11901	76745	287796	265976	1040345	164	97918	8185.0	38869.0	1	5295080	2012	10.6597805	2018	1	1
2016	"CA"	"instructional aideparacomped"	"25-9031"	0	2010	2	13	4	23	3280	648	4578	555706	77605	285748	555	186312	22962.0	51700.0	1	5295741	2015	10.857421	2019	1	0
2018	"CA"	"licensedocational nurse"	"29-2061"	0	2010	2	15	4	25	4451	753	5476	619572	86757	318831	762	208311	23635.0	50000.0	0	5305295	2011	10.811863	2019	1	0
2014	"CA"	"clinical social worker"	"21-1022"	0	2010	2	11	4	21	2328	565	3850	214141	31002	116002	387	72733	6155.0	18369.52	1	5306823	2012	9.818448	2018	1	0
2017	"CA"	"crime analyst"	"33-3021"	0	2010	2	14	4	24	4986	797	5868	271974	39721	146786	851	92599	16155.0	18369.52	1	5306823	2012	9.818448	2018	1	0
2018	"CA"	"stock clerkdelivery driver"	"53-3099"	0	2010	2	15	3	12	9387	1187	9267	972926	136198	505279	1641	326847	11155.0	18369.52	1	5306823	2012	9.818448	2018	1	0
2019	"GA"	"grade "	"25-3021"	0	2010	6	43	12	26	3156	2153	15150	493249	163869	615950	533	165166	21155.0	18369.52	1	5306823	2012	9.818448	2018	1	0
2014	"IA"	"medical lab scientist"	"19-1042"	1	2007	7	51	14	21	1796	2538	18608	666680	168315	643849	298	223442	3032.0	92701.82	1	5308808	2015	11.437143	2018	1	0
2015	"MD"	"social worker"	"43-4051"	0	2014	14	100	28	22	6249	5812	40930	941507	201341	794532	1077	315590	8032.0	92701.82	1	5308808	2015	11.437143	2018	1	0
2016	"CA"	"deputy probation officer"	"21-1092"	0	2010	2	13	4	23	2378	569	3892	310448	44796	165968	395	105335	13032.0	92701.82	1	5308808	2015	11.437143	2018	1	0
2018	"CA"	"counselor"	"41-9099"	0	2010	2	15	3	12	6051	890	6668	265545	38620	142837	1042	90456	23032.0	92701.82	1	5308808	2015	11.437143	2018	1	0
2019	"IA"	"police officer"	"33-3051"	1	2007	7	56	13	13	5025	2721	20547	749898	168591	645945	856	252123	18032.0	92701.82	1	5308808	2015	11.437143	2018	1	0
2014	"CA"	"firefighter"	"33-2011"	0	2010	2	11	3	8	4921	792	5818	466164	64920	238418	840	156384	212.0	145698.48	1	5309401	2017	11.889295	2018	1	1
2015	"IN"	"human resources generalist"	"13-1071"	1	2014	10	70	20	22	587	3794	27616	532057	175058	677498	96	177982	20212.0	145698.48	1	5309401	2017	11.889295	2018	1	1
2017	"TX"	"rehab therapy technician"	"29-2054"	1	2014	32	223	64	24	4405	12156	78193	830296	274548	1069921	754	279586	10212.0	145698.48	1	5309401	2017	11.889295	2018	1	1
2018	"AZ"	"human service unit supervisor"	"11-3121"	0	2014	1	5	2	25	231	17	101	533770	935	4854	38	178568	15212.0	145698.48	1	5309401	2017	11.889295	2018	1	1
2015	"GA"	"manager"	"41-1012"	0	2010	6	39	11	9	5828	2272	16090	637724	164372	618756	1002	214060	21364.0	73722.0	1	5312355	2012	11.208056	2018	1	0
2018	"WA"	"support enforcement officer"	"13-1041"	0	2013	35	253	70	25	566	13701	90900	1004974	326989	1279427	92	337612	11364.0	73722.0	1	5312355	2012	11.208056	2018	1	0
2015	"MD"	"mental health associate"	"29-2053"	0	2014	14	100	28	22	4390	5751	40587	670201	200812	791912	752	224619	7945.0	52221.52	0	5313979	2010	10.877107	2018	1	0
2015	"FL"	"law enforcement officer"	"33-3051"	0	2014	5	29	9	9	5021	1850	12882	595820	161544	603053	856	200850	16115.0	53026.0	1	5314086	2015	10.878537	2018	1	0
2018	"SC"	"research assistant professor"	"15-2041"	1	2014	30	214	60	25	1205	11340	74771	834208	259051	1019886	198	280897	1115.0	53026.0	1	5314086	2015	10.878537	2018	1	0
2019	"MA"	"licensed practical nurse"	"29-1141"	0	2010	13	98	25	13	4126	5273	36934	619318	194776	760401	704	208203	21115.0	53026.0	1	5314086	2015	10.878537	2018	1	0
2015	"GA"	"hreeood professional"	"25-9041"	0	2010	6	39	12	22	3292	2161	15204	527845	163984	616631	557	176434	6933.0	96807.0	1	5316374	2012	11.480474	2018	1	1
2018	"UT"	"adjunctnstructor"	"25-1193"	1	2009	33	235	65	12	2957	12759	82585	15256	280144	1089203	496	5872	1933.0	96807.0	1	5316374	2012	11.480474	2018	1	1
2019	"TX"	"professor"	"25-1194"	0	2014	32	225	63	13	2971	12050	77598	775717	273737	1067078	498	260756	21933.0	96807.0	1	5316374	2012	11.480474	2018	1	1
2014	"CA"	"eligibility worker"	"43-4061"	0	2010	2	11	4	21	6261	908	6825	403923	56320	206651	1079	135841	8553.0	71925.06	1	5317242	2018	11.136806	2018	1	1
2014	"CA"	"deputy sheriff"	"33-3051"	0	2010	2	11	3	8	5020	800	5893	312107	44985	166715	856	105854	24140.0	103482.0	1	5317802	2011	11.5471525	2018	1	0
2016	"FL"	"employment security representative"	"13-1071"	1	2014	5	30	9	10	588	1677	11884	409056	161157	600977	95	137583	19140.0	103482.0	1	5317802	2011	11.5471525	2018	1	0
2018	"FL"	"correctional officer"	"33-3012"	0	2014	5	32	10	25	4974	1847	12867	260734	160763	598964	849	88829	4140.0	103482.0	1	5317802	2011	11.5471525	2018	1	0
2015	"WA"	"grounds nursery srvs specialist"	"45-2092"	0	2013	35	250	69	9	6801	14141	93630	498690	320052	1254180	1166	166912	15449.0	101820.0	1	5318512	2014	11.530962	2018	1	0
2016	"GA"	"administrat support san tap"	"43-6011"	1	2010	6	40	12	23	6553	2319	16481	22133	162399	607771	1127	8087	10449.0	101820.0	1	5318512	2014	11.530962	2018	1	0
2018	"TX"	"education specialist"	"39-7011"	1	2014	32	224	64	25	5723	12252	78741	391378	267798	1045847	985	131780	20449.0	101820.0	1	5318512	2014	11.530962	2018	1	0
2019	"WI"	"corr officer"	"33-3012"	0	2014	36	260	71	13	4975	14516	95758	258912	328794	1286406	848	88205	5449.0	101820.0	1	5318512	2014	11.530962	2018	1	0
2014	"NY"	"patient access services manager"	"11-9151"	1	2011	26	183	52	21	454	9560	63209	725500	240704	945017	74	244030	23984.0	53232.19	1	5318748	2012	10.882419	2018	1	1
2017	"CA"	"police officer"	"33-3051"	0	2010	2	14	3	11	5023	800	5896	749896	105115	385415	856	252123	3984.0	53232.19	1	5318748	2012	10.882419	2018	1	1
2018	"CA"	"deputy sheriff"	"33-3051"	1	2010	2	15	3	12	5024	800	5897	312111	44985	166719	856	105854	13984.0	53232.19	1	5318748	2012	10.882419	2018	1	1
2019	"CA"	"learning resource specialist"	"11-9121"	0	2010	2	16	4	26	422	405	2422	608515	85164	312680	68	204787	8984.0	53232.19	1	5318748	2012	10.882419	2018	1	1
2014	"CA"	"certified nurse assistant"	"31-1131"	0	2010	2	11	3	8	4688	773	5649	175828	25850	95785	803	60339	13763.0	40434.0	0	5319602	2012	10.614342	2018	1	0
2015	"CA"	"registered nurse"	"29-1141"	0	2010	2	12	4	22	4122	723	5232	827855	116503	427558	705	278746	5337.0	16232.4	1	5324231	2015	9.683353	2018	1	0
2016	"CA"	"office assistant lv"	"43-4071"	0	2010	2	13	4	23	6276	909	6837	701304	97191	356795	1081	235376	21544.0	70931.38	1	5333820	2010	11.187444	2018	1	0
2017	"CA"	"social work practitioner"	"29-1171"	0	2010	2	14	4	24	4160	726	5261	941350	131998	490330	711	315541	14895.0	59650.0	1	5337828	2011	10.996249	2018	1	1
2019	"MO"	"licensed practical nurse"	"29-1141"	0	2014	18	131	36	26	4126	6840	46665	619318	205904	813974	705	208204	24895.0	59650.0	1	5337828	2011	10.996249	2018	1	1
2017	"CA"	"real estate program manager"	"11-9141"	1	2010	2	14	3	11	444	407	2439	817326	115045	422131	71	275262	7589.0	56048.52	1	5346707	2014	10.926909	2018	1	0
2014	"CA"	"executive director"	"11-1011"	1	2010	2	11	3	8	8	373	2137	435454	60638	222703	1	146387	22925.0	16424.0	1	5350210	2019	9.706499	2018	1	1
2016	"GA"	"warden"	"33-3031"	1	2010	6	40	11	10	4996	2238	15818	1087708	165778	626693	852	366257	12925.0	16424.0	1	5350210	2019	9.706499	2018	1	1
2017	"NY"	"real estate specialist"	"19-1031"	0	2011	26	186	51	11	1764	9657	63906	817422	242029	949672	291	275290	7925.0	16424.0	1	5350210	2019	9.706499	2018	1	1
2019	"GA"	"manager"	"41-1012"	0	2010	6	43	12	26	5832	2272	16094	637728	164372	618760	1003	214061	17925.0	16424.0	1	5350210	2019	9.706499	2018	1	1
2016	"NY"	"resident pgy"	"29-1069"	1	2011	26	185	52	23	3977	9796	64769	837310	242309	950609	681	281919	16097.0	65039.69	1	5358448	2013	11.082753	2018	1	0
2019	"NC"	"electrician"	"49-9097"	1	2014	20	143	39	13	8044	7857	52064	398785	211698	834426	1394	134206	1097.0	65039.69	1	5358448	2013	11.082753	2018	1	0
2016	"CA"	"officer"	"33-3051"	0	2010	2	13	3	10	5022	800	5895	703960	97639	358455	856	236224	9453.0	79958.71	1	5360849	2011	11.289266	2018	1	1
2018	"CA"	"clinical rschool crd assistant"	"11-9121"	0	2010	2	15	4	25	421	405	2421	213876	30970	115836	68	72645	14453.0	79958.71	1	5360849	2011	11.289266	2018	1	1
2019	"WA"	"director"	"41-1012"	0	2013	35	254	69	13	5832	14068	93150	319492	316522	1241505	1002	108358	19453.0	79958.71	1	5360849	2011	11.289266	2018	1	1
2018	"CA"	"resource conservation specialist"	"19-1031"	1	2010	2	15	4	25	1765	517	3428	838354	117565	431520	292	282278	18060.0	32000.5	1	5362485	2017	10.263667	2019	1	1
2014	"CA"	"instructional aide"	"25-9041"	0	2010	2	11	4	21	3291	649	4585	555397	77481	285445	557	186148	2780.0	25385.0	1	5362755	2016	10.141913	2018	1	0
2016	"AZ"	"program service evalr"	"19-3051"	0	2014	1	3	2	23	2003	105	610	782686	1376	7203	332	263130	12780.0	25385.0	1	5362755	2016	10.141913	2018	1	0
2017	"WA"	"information techniciannology specialist water"	"15-1122"	1	2013	35	252	69	11	947	13728	91075	547226	320763	1256807	153	183202	17780.0	25385.0	1	5362755	2016	10.141913	2018	1	0
2019	"GA"	"special education bus aide"	"25-9041"	1	2010	6	43	12	26	3296	2161	15208	950009	165437	624596	557	318647	22780.0	25385.0	1	5362755	2016	10.141913	2018	1	0
2014	"OH"	"fingerprint examiner"	"19-4092"	0	2010	27	192	53	8	2184	10303	68409	461700	248299	973183	362	155055	21163.0	18632.27	1	5363027	2012	9.83265	2018	1	0
2015	"CA"	"custodian"	"37-2011"	1	2010	2	12	4	22	5347	831	6152	279054	40715	150363	919	95082	4809.0	18632.27	1	5363027	2012	9.83265	2018	1	0
2016	"NJ"	"secretarial assistant"	"43-6014"	1	2010	24	170	48	23	6592	9136	60557	865291	224421	887734	1133	291631	16163.0	18632.27	1	5363027	2012	9.83265	2018	1	0
2019	"TX"	"equipment operator"	"53-7033"	0	2014	32	225	63	13	9651	12503	80109	425600	268285	1047606	1689	143159	1163.0	18632.27	1	5363027	2012	9.83265	2018	1	0
2017	"CA"	"business manager"	"43-4041"	1	2010	2	14	4	24	6238	906	6808	155135	22378	83525	1075	53058	13628.0	20459.0	1	5364157	2017	9.926178	2018	1	0
2018	"WA"	"registered nurse"	"29-1141"	1	2013	35	253	70	25	4125	13962	92504	827858	325043	1272190	705	278746	23628.0	20459.0	1	5364157	2017	9.926178	2018	1	0
2019	"CA"	"correctional officer"	"33-3012"	0	2010	2	16	3	13	4975	796	5860	260735	38236	141358	848	88828	8628.0	20459.0	1	5364157	2017	9.926178	2018	1	0
2016	"MI"	"teaching"	"25-3021"	0	2014	16	113	31	10	3153	6305	43471	1029165	204157	805359	532	346432	8087.0	40000.0	0	5379435	2014	10.619081	2018	1	0
2018	"IA"	"correctional officer"	"33-3012"	0	2007	7	55	13	12	4974	2718	20516	260734	166893	634006	848	88828	1705.0	99686.99	1	5383559	2014	11.545189	2018	1	1
2014	"GA"	"institutional effectvness director"	"19-3032"	1	2010	6	38	11	8	1964	2086	14608	552177	164055	617060	325	184931	8395.0	42945.89	1	5391741	2015	10.667696	2018	1	0
2015	"UT"	"elementary teacher "	"25-2012"	0	2009	33	232	65	9	3004	12763	82624	402867	289449	1128192	504	135478	18395.0	42945.89	1	5391741	2015	10.667696	2018	1	0
2016	"CA"	"speech and language specialist"	"29-1127"	1	2010	2	13	4	23	4076	719	5196	955744	134492	499114	697	320817	23395.0	42945.89	1	5391741	2015	10.667696	2018	1	0
2017	"NY"	"assistant director hosp"	"27-2012"	1	2011	26	186	51	11	3508	9766	64567	74391	228138	903966	596	25773	3395.0	42945.89	1	5391741	2015	10.667696	2018	1	0
2019	"UT"	"representative"	"43-4199"	1	2009	33	236	65	13	6398	13029	85158	831923	301474	1178031	1100	280158	13395.0	42945.89	1	5391741	2015	10.667696	2018	1	0
2014	"CA"	"laundry worker"	"51-9198"	0	2010	2	11	3	8	9157	1167	9086	595369	82972	304204	1601	200714	9297.0	38653.5	1	5398240	2015	10.562392	2018	1	0
2016	"UT"	"specialist"	"27-1014"	0	2009	33	233	65	10	3389	12794	82934	952269	304091	1189268	574	319447	14297.0	38653.5	1	5398240	2015	10.562392	2018	1	0
2017	"NY"	"locksmith"	"49-9094"	0	2011	26	186	51	11	8010	10079	66659	624423	238246	936632	1388	209843	4297.0	38653.5	1	5398240	2015	10.562392	2018	1	0
2018	"NJ"	"employment counselor"	"21-1012"	0	2010	24	172	48	25	2260	8924	58860	408631	222104	875245	375	137446	24297.0	38653.5	1	5398240	2015	10.562392	2018	1	0
2016	"NV"	"mental health technician"	"21-1093"	0	2014	25	176	50	23	2391	9393	62270	671312	226553	898421	397	225020	8264.0	38125.16	1	5400053	2018	10.54863	2018	1	1
2017	"CA"	"police detective"	"33-3021"	0	2010	2	14	3	11	4986	797	5868	749065	104931	384745	850	251845	13264.0	38125.16	1	5400053	2018	10.54863	2018	1	1
2018	"WA"	"compliance analyst systems"	"11-9199"	0	2013	35	253	70	25	484	13695	90858	234015	315117	1236223	78	79605	18264.0	38125.16	1	5400053	2018	10.54863	2018	1	1
2018	"TX"	"associate athletic director"	"27-2012"	0	2014	32	224	64	25	3509	12090	77819	106505	262837	1029758	597	36745	8578.0	25132.8	0	5400722	2014	10.329376	2018	1	0
2018	"CA"	"office specialist"	"43-6013"	1	2010	2	15	3	12	6581	934	7070	703159	97502	357869	1130	235966	17136.0	37934.0	1	5402733	2014	10.525541	2018	1	0
2016	"SC"	"procurement manager"	"13-1022"	0	2014	30	212	59	10	516	11315	74630	772711	259028	1019747	83	259727	24601.0	49506.0	1	5407419	2011	10.809849	2018	1	0
2017	"CA"	"library services specialist"	"21-1093"	0	2010	2	14	4	24	2392	570	3903	617364	86414	317513	397	207577	19601.0	49506.0	1	5407419	2011	10.809849	2018	1	0
2018	"CA"	"secondary teacher"	"25-2031"	0	2010	2	15	4	25	3050	628	4415	865038	121759	446372	513	291541	9601.0	49506.0	1	5407419	2011	10.809849	2018	1	0
2014	"CA"	"police lieutenant"	"33-1012"	1	2010	2	11	3	8	4878	788	5786	749606	105040	385189	833	252017	22088.0	36444.0	1	5411421	2014	10.555863	2018	1	0
2016	"CA"	"senior administrative assistant"	"43-6014"	0	2010	2	13	4	23	6592	935	7077	873585	122864	450561	1133	294144	7962.0	37200.0	1	5412117	2014	10.478696	2018	1	0
2016	"CA"	"fundraiser"	"41-3099"	0	2010	2	13	3	10	5936	880	6584	483106	67140	246785	1022	161855	1940.0	34561.51	1	5417771	2016	10.450496	2018	1	0
2018	"UT"	"computer operator"	"43-9031"	1	2009	33	235	65	12	6646	13048	85358	236760	285847	1113096	1140	80491	6940.0	34561.51	1	5417771	2016	10.450496	2018	1	0
2019	"WI"	"wastewater engineerr"	"17-2081"	0	2014	36	260	72	26	1389	14365	94924	1090448	330236	1292891	230	367049	11940.0	34561.51	1	5417771	2016	10.450496	2018	1	0
2015	"GA"	"custodial personnel"	"37-2011"	0	2010	6	39	12	22	5347	2254	15951	278528	163236	612323	919	94911	6256.0	25484.0	0	5423264	2016	10.239092	2019	1	1
2014	"OH"	"elected official"	"33-2021"	0	2010	27	192	53	8	4934	10391	69226	395561	248214	972495	842	133341	875.0	27840.91	1	5431192	2019	10.2342615	2018	1	1
2016	"NC"	"food service assistant"	"35-3041"	0	2014	20	140	40	23	5268	7738	51456	474268	212236	835847	905	158872	20875.0	27840.91	1	5431192	2019	10.2342615	2018	1	1
2019	"NJ"	"sergeant"	"33-3021"	0	2010	24	173	47	13	4988	9041	59794	926703	225084	891203	850	310649	10875.0	27840.91	1	5431192	2019	10.2342615	2018	1	1
2015	"CA"	"instructional aide"	"25-9041"	0	2010	2	12	4	22	3292	649	4586	555398	77481	285446	557	186148	14757.0	62061.0	1	5434165	2016	11.035873	2018	1	0
2016	"CA"	"storekeeper"	"43-5081"	1	2010	2	13	3	10	6527	930	7030	973381	136262	505560	1122	326981	4757.0	62061.0	1	5434165	2016	11.035873	2018	1	0
2018	"OH"	"licensed practical nurse"	"29-1141"	0	2010	27	196	54	25	4125	10364	68967	619317	248564	975421	705	208204	9757.0	62061.0	1	5434165	2016	11.035873	2018	1	0
2014	"UT"	"engineerr"	"53-5031"	0	2009	33	231	65	8	9501	13268	87278	413211	289773	1129445	1663	139015	18679.0	28313.0	1	5438345	2018	10.251077	2018	1	1
2017	"VT"	"program services clerk"	"19-3051"	0	2009	34	245	68	24	2004	13425	88703	782748	310588	1218336	332	263144	23679.0	28313.0	1	5438345	2018	10.251077	2018	1	1
2018	"SD"	"elementary school teacher"	"25-3021"	0	2015	31	219	62	25	3155	11634	75954	402623	259722	1021204	533	135387	3679.0	28313.0	1	5438345	2018	10.251077	2018	1	1
2016	"CA"	"administrative support coordinator "	"11-3011"	0	2010	2	13	4	23	123	382	2215	26579	6635	24781	20	9606	17941.0	94699.9	1	5439995	2015	11.505092	2018	1	0
2017	"CA"	"distribution technician"	"45-2041"	0	2010	2	14	3	11	6777	950	7215	372628	51740	189841	1162	125510	8767.0	108248.42	0	5451955	2018	11.570081	2018	1	1
2015	"CA"	"elementary teacher"	"25-3021"	0	2010	2	12	4	22	3152	638	4489	402856	56141	205920	533	135477	17675.0	41027.39	1	5452895	2016	10.621995	2018	1	0
2017	"OH"	"therapeutic program worker"	"31-1013"	0	2010	27	195	53	11	4655	10380	69120	1041671	249105	979452	797	350996	22675.0	41027.39	1	5452895	2016	10.621995	2018	1	0
2018	"NC"	"correctional officer"	"33-3012"	0	2014	20	142	39	12	4974	7723	51393	260734	210785	832066	848	88828	7675.0	41027.39	1	5452895	2016	10.621995	2018	1	0
2016	"CA"	"teachers"	"25-3021"	1	2010	2	13	3	10	3153	638	4490	1028345	146141	541904	532	346056	10831.0	120361.94	1	5455125	2016	11.698258	2018	1	0
2017	"CA"	"administrative clerk"	"43-6014"	0	2010	2	14	4	24	6593	935	7078	24233	6220	23285	1133	8809	20831.0	120361.94	1	5455125	2016	11.698258	2018	1	0
2018	"TX"	"correc officer"	"33-3012"	0	2014	32	224	63	12	4974	12201	78455	259263	265725	1039362	848	88335	15831.0	120361.94	1	5455125	2016	11.698258	2018	1	0
2015	"TX"	"senior administrative assistant"	"43-6014"	0	2014	32	221	64	22	6591	12320	79135	873584	275198	1072314	1133	294144	20514.0	27158.94	1	5457504	2012	10.209461	2018	1	0
2016	"CA"	"maintenance mechanic"	"53-6031"	1	2010	2	13	3	10	9539	1201	9392	632112	88466	324993	1669	212325	5514.0	27158.94	1	5457504	2012	10.209461	2018	1	0
2017	"GA"	"grade "	"25-3021"	1	2010	6	41	12	24	3154	2153	15148	493247	163869	615948	533	165166	514.0	27158.94	1	5457504	2012	10.209461	2018	1	0
2019	"TX"	"program specialist"	"21-1015"	0	2014	32	225	63	13	2298	12002	77327	782884	273914	1067702	380	263194	15514.0	27158.94	1	5457504	2012	10.209461	2018	1	0
